"subject_id","trial_index","casino","visit_in_casino","chosen_machine_label","reward","prob_of_no_loss","prompt_used","llm_history_context_turns","subj","decision"
16,60,1,17,"Z",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 17: Choose Z or H.",60,8,1
16,61,2,14,"T",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 14: Choose M or T.",61,8,2
16,62,2,15,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62,8,2
16,63,3,15,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63,8,1
16,64,1,18,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 18: Choose Z or H.",64,8,2
16,65,3,16,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65,8,1
16,66,2,16,"T",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 16: Choose M or T.",66,8,2
16,67,3,17,"Q",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 17: Choose Q or C.",67,8,1
16,68,3,18,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 18: Choose Q or C.",68,8,1
16,69,4,17,"G",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 17: Choose G or F.",69,8,1
16,70,3,19,"Q",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 19: Choose Q or C.",70,8,1
16,71,2,17,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 17: Choose M or T.",71,8,2
16,72,4,18,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 18: Choose G or F.",72,8,1
16,73,2,18,"T",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73,8,2
16,74,4,19,"G",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 19: Choose G or F.",74,8,1
16,75,4,20,"G",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 20: Choose G or F.",75,8,1
16,76,4,21,"G",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 21: Choose G or F.",76,8,1
16,77,2,19,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 19: Choose M or T.",77,8,2
16,78,2,20,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 20: Choose M or T.",78,8,2
16,79,2,21,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 21: Choose M or T.",79,8,2
16,80,2,22,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 22: Choose M or T.",80,8,2
16,81,1,19,"H",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 19: Choose Z or H.",81,8,2
16,82,2,23,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 23: Choose M or T.",82,8,2
16,83,4,22,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 22: Choose G or F.",83,8,1
16,84,1,20,"H",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 20: Choose Z or H.",84,8,2
16,85,1,21,"Z",0,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 21: Choose Z or H.",85,8,1
16,86,3,20,"Q",0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 20: Choose Q or C.",86,8,1
16,87,1,22,"Z",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 22: Choose Z or H.",87,8,1
16,88,3,21,"Q",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 21: Choose Q or C.",88,8,1
16,89,3,22,"Q",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 22: Choose Q or C.",89,8,1
16,90,2,24,"T",-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 24: Choose M or T.",90,8,2
16,91,3,23,"Q",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 23: Choose Q or C.",91,8,1
16,92,4,23,"G",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 23: Choose G or F.",92,8,1
16,93,1,23,"Z",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 23: Choose Z or H.",93,8,1
16,94,4,24,"G",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 24: Choose G or F.",94,8,1
16,95,3,24,"Q",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 24: Choose Q or C.",95,8,1
16,96,1,24,"Z",0,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 24: Choose Z or H.",96,8,1
17,1,1,1,"Z",0,0.25,"Casino 1, visit 1: Choose Z or H.",1,9,1
17,2,4,1,"G",0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 1: Choose G or F.",2,9,1
17,3,4,2,"G",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3,9,1
17,4,2,1,"M",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 1: Choose M or T.",4,9,1
17,5,3,1,"Q",0,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 1: Choose Q or C.",5,9,1
17,6,4,3,"G",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 3: Choose G or F.",6,9,1
17,7,4,4,"G",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7,9,1
17,8,2,2,"T",0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 2: Choose M or T.",8,9,2
17,9,1,2,"Z",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9,9,1
17,10,4,5,"G",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10,9,1
17,11,1,3,"H",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11,9,2
17,12,1,4,"Z",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12,9,1
17,13,2,3,"T",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13,9,2
17,14,3,2,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 2: Choose Q or C.",14,9,1
17,15,3,3,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 3: Choose Q or C.",15,9,1
17,16,1,5,"Z",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 5: Choose Z or H.",16,9,1
17,17,3,4,"Q",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17,9,1
17,18,2,4,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 4: Choose M or T.",18,9,2
17,19,1,6,"H",0,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19,9,2
17,20,4,6,"G",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 6: Choose G or F.",20,9,1
17,21,3,5,"Q",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 5: Choose Q or C.",21,9,1
17,22,3,6,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22,9,1
17,23,1,7,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23,9,2
17,24,3,7,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 7: Choose Q or C.",24,9,1
17,25,3,8,"Q",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 8: Choose Q or C.",25,9,1
17,26,3,9,"C",0,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 9: Choose Q or C.",26,9,2
17,27,4,7,"G",-1,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 4, visit 7: Choose G or F.",27,9,1
17,28,4,8,"F",0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 8: Choose G or F.",28,9,2
17,29,2,5,"T",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 5: Choose M or T.",29,9,2
17,30,4,9,"F",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 9: Choose G or F.",30,9,2
17,31,2,6,"T",-1,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 6: Choose M or T.",31,9,2
17,32,1,8,"H",-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 1, visit 8: Choose Z or H.",32,9,2
17,33,2,7,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 7: Choose M or T.",33,9,2
17,34,4,10,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 10: Choose G or F.",34,9,1
17,35,1,9,"H",-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 9: Choose Z or H.",35,9,2
17,36,4,11,"G",-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 11: Choose G or F.",36,9,1
17,37,2,8,"T",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 8: Choose M or T.",37,9,2
17,38,2,9,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 9: Choose M or T.",38,9,2
17,39,3,10,"Q",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 10: Choose Q or C.",39,9,1
17,40,1,10,"Z",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 10: Choose Z or H.",40,9,1
17,41,3,11,"C",-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 11: Choose Q or C.",41,9,2
17,42,4,12,"G",0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 4, visit 12: Choose G or F.",42,9,1
17,43,1,11,"H",0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 11: Choose Z or H.",43,9,2
17,44,4,13,"G",-1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 13: Choose G or F.",44,9,1
17,45,3,12,"Q",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 3, visit 12: Choose Q or C.",45,9,1
17,46,2,10,"T",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 10: Choose M or T.",46,9,2
17,47,4,14,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 14: Choose G or F.",47,9,1
17,48,4,15,"G",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 15: Choose G or F.",48,9,1
17,49,1,12,"H",0,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 12: Choose Z or H.",49,9,2
17,50,3,13,"Q",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 13: Choose Q or C.",50,9,1
17,51,1,13,"H",0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51,9,2
17,52,4,16,"G",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 16: Choose G or F.",52,9,1
17,53,2,11,"T",0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 11: Choose M or T.",53,9,2
17,54,3,14,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 14: Choose Q or C.",54,9,1
17,55,1,14,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 14: Choose Z or H.",55,9,2
17,56,2,12,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 12: Choose M or T.",56,9,2
17,57,2,13,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 13: Choose M or T.",57,9,2
17,58,1,15,"H",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 15: Choose Z or H.",58,9,2
17,59,1,16,"H",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 16: Choose Z or H.",59,9,2
17,60,1,17,"Z",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 17: Choose Z or H.",60,9,1
17,61,2,14,"T",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 14: Choose M or T.",61,9,2
17,62,2,15,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62,9,2
17,63,3,15,"Q",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63,9,1
17,64,1,18,"H",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 18: Choose Z or H.",64,9,2
17,65,3,16,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65,9,1
17,66,2,16,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 16: Choose M or T.",66,9,2
17,67,3,17,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 17: Choose Q or C.",67,9,1
17,68,3,18,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 18: Choose Q or C.",68,9,1
17,69,4,17,"G",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 17: Choose G or F.",69,9,1
17,70,3,19,"Q",-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 3, visit 19: Choose Q or C.",70,9,1
17,71,2,17,"T",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 17: Choose M or T.",71,9,2
17,72,4,18,"G",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 18: Choose G or F.",72,9,1
17,73,2,18,"T",-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73,9,2
17,74,4,19,"G",-1,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 19: Choose G or F.",74,9,1
17,75,4,20,"F",0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 20: Choose G or F.",75,9,2
17,76,4,21,"F",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 21: Choose G or F.",76,9,2
17,77,2,19,"T",-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 19: Choose M or T.",77,9,2
17,78,2,20,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 20: Choose M or T.",78,9,2
17,79,2,21,"T",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 21: Choose M or T.",79,9,2
17,80,2,22,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 22: Choose M or T.",80,9,2
17,81,1,19,"H",0,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 19: Choose Z or H.",81,9,2
17,82,2,23,"T",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 23: Choose M or T.",82,9,2
17,83,4,22,"F",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 22: Choose G or F.",83,9,2
17,84,1,20,"H",-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 20: Choose Z or H.",84,9,2
17,85,1,21,"Z",-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 21: Choose Z or H.",85,9,1
17,86,3,20,"Q",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 20: Choose Q or C.",86,9,1
17,87,1,22,"H",0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 22: Choose Z or H.",87,9,2
17,88,3,21,"Q",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 21: Choose Q or C.",88,9,1
17,89,3,22,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 22: Choose Q or C.",89,9,1
17,90,2,24,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 24: Choose M or T.",90,9,2
17,91,3,23,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 23: Choose Q or C.",91,9,1
17,92,4,23,"F",-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 23: Choose G or F.",92,9,2
17,93,1,23,"H",-1,0.25,"Machine F in Casino 4 delivered -1 points.

Casino 1, visit 23: Choose Z or H.",93,9,2
17,94,4,24,"F",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 24: Choose G or F.",94,9,2
17,95,3,24,"Q",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 24: Choose Q or C.",95,9,1
17,96,1,24,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 24: Choose Z or H.",96,9,2
18,1,1,1,"Z",-1,0.25,"Casino 1, visit 1: Choose Z or H.",1,10,1
18,2,4,1,"F",0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2,10,2
18,3,4,2,"F",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3,10,2
18,4,2,1,"T",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 1: Choose M or T.",4,10,2
18,5,3,1,"C",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 1: Choose Q or C.",5,10,2
18,6,4,3,"F",0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6,10,2
18,7,4,4,"F",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7,10,2
18,8,2,2,"T",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 2: Choose M or T.",8,10,2
18,9,1,2,"H",0,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9,10,2
18,10,4,5,"F",-1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 5: Choose G or F.",10,10,2
18,11,1,3,"H",0,0.25,"Machine F in Casino 4 delivered -1 points.

Casino 1, visit 3: Choose Z or H.",11,10,2
18,12,1,4,"H",-1,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 1, visit 4: Choose Z or H.",12,10,2
18,13,2,3,"T",-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13,10,2
18,14,3,2,"Q",-1,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 2: Choose Q or C.",14,10,1
18,15,3,3,"C",-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 3: Choose Q or C.",15,10,2
18,16,1,5,"H",-1,0.25,"Machine C in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16,10,2
18,17,3,4,"Q",-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17,10,1
18,18,2,4,"M",0,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 4: Choose M or T.",18,10,1
18,19,1,6,"Z",-1,0.25,"Machine M in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19,10,1
18,20,4,6,"F",-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 6: Choose G or F.",20,10,2
18,21,3,5,"C",-1,0.25,"Machine F in Casino 4 delivered -1 points.

Casino 3, visit 5: Choose Q or C.",21,10,2
18,22,3,6,"Q",0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 6: Choose Q or C.",22,10,1
18,23,1,7,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23,10,2
18,24,3,7,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 7: Choose Q or C.",24,10,1
18,25,3,8,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 8: Choose Q or C.",25,10,1
18,26,3,9,"Q",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 9: Choose Q or C.",26,10,1
18,27,4,7,"F",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 7: Choose G or F.",27,10,2
18,28,4,8,"F",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 8: Choose G or F.",28,10,2
18,29,2,5,"M",-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 5: Choose M or T.",29,10,1
18,30,4,9,"F",-1,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 4, visit 9: Choose G or F.",30,10,2
18,31,2,6,"T",0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 6: Choose M or T.",31,10,2
18,32,1,8,"H",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 8: Choose Z or H.",32,10,2
18,33,2,7,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 7: Choose M or T.",33,10,2
18,34,4,10,"F",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 10: Choose G or F.",34,10,2
18,35,1,9,"H",-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 9: Choose Z or H.",35,10,2
18,36,4,11,"F",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 11: Choose G or F.",36,10,2
18,37,2,8,"T",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 8: Choose M or T.",37,10,2
18,38,2,9,"T",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 9: Choose M or T.",38,10,2
18,39,3,10,"Q",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 10: Choose Q or C.",39,10,1
18,40,1,10,"H",0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 10: Choose Z or H.",40,10,2
18,41,3,11,"Q",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 11: Choose Q or C.",41,10,1
18,42,4,12,"F",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 12: Choose G or F.",42,10,2
18,43,1,11,"H",0,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 11: Choose Z or H.",43,10,2
18,44,4,13,"F",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 13: Choose G or F.",44,10,2
18,45,3,12,"Q",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 12: Choose Q or C.",45,10,1
18,46,2,10,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 10: Choose M or T.",46,10,2
18,47,4,14,"F",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 14: Choose G or F.",47,10,2
18,48,4,15,"F",0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 4, visit 15: Choose G or F.",48,10,2
18,49,1,12,"H",-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 12: Choose Z or H.",49,10,2
18,50,3,13,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 13: Choose Q or C.",50,10,1
18,51,1,13,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51,10,2
18,52,4,16,"F",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 16: Choose G or F.",52,10,2
18,53,2,11,"T",-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 11: Choose M or T.",53,10,2
18,54,3,14,"Q",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 14: Choose Q or C.",54,10,1
18,55,1,14,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 14: Choose Z or H.",55,10,2
18,56,2,12,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 12: Choose M or T.",56,10,2
18,57,2,13,"T",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 13: Choose M or T.",57,10,2
18,58,1,15,"H",-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 1, visit 15: Choose Z or H.",58,10,2
18,59,1,16,"H",0,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 16: Choose Z or H.",59,10,2
18,60,1,17,"H",0,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 1, visit 17: Choose Z or H.",60,10,2
18,61,2,14,"T",0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 14: Choose M or T.",61,10,2
18,62,2,15,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62,10,2
18,63,3,15,"Q",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63,10,1
18,64,1,18,"H",-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 18: Choose Z or H.",64,10,2
18,65,3,16,"Q",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65,10,1
18,66,2,16,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 16: Choose M or T.",66,10,2
18,67,3,17,"Q",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 17: Choose Q or C.",67,10,1
18,68,3,18,"Q",0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 18: Choose Q or C.",68,10,1
18,69,4,17,"F",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 17: Choose G or F.",69,10,2
18,70,3,19,"Q",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 19: Choose Q or C.",70,10,1
18,71,2,17,"T",0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 17: Choose M or T.",71,10,2
18,72,4,18,"F",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 18: Choose G or F.",72,10,2
18,73,2,18,"T",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73,10,2
18,74,4,19,"F",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 19: Choose G or F.",74,10,2
18,75,4,20,"F",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 20: Choose G or F.",75,10,2
18,76,4,21,"F",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 21: Choose G or F.",76,10,2
18,77,2,19,"T",0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 19: Choose M or T.",77,10,2
18,78,2,20,"T",-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 20: Choose M or T.",78,10,2
18,79,2,21,"T",0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 21: Choose M or T.",79,10,2
18,80,2,22,"T",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 22: Choose M or T.",80,10,2
18,81,1,19,"H",-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 19: Choose Z or H.",81,10,2
18,82,2,23,"T",0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 23: Choose M or T.",82,10,2
18,83,4,22,"F",0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 22: Choose G or F.",83,10,2
